,DR_NO,Date Rptd,DATE OCC,TIME OCC,AREA ,AREA NAME,Rpt Dist No,Part 1-2,Crm Cd,Crm Cd Desc,Mocodes,Vict Age,Vict Sex,Vict Descent,Premis Cd,Premis Desc,Weapon Used Cd,Weapon Desc,Status,Status Desc,Crm Cd 1,Crm Cd 2,Crm Cd 3,Crm Cd 4,LOCATION,Cross Street,LAT,LON,ZIP_CODE
889719,141222486,10/13/2014 12:00:00 AM,10/12/2014 12:00:00 AM,1210,12,77th Street,1269,1,110,CRIMINAL HOMICIDE,1100 1309 0430 0302 1822 0906,28,M,B,101.0,STREET,106.0,UNKNOWN FIREARM,AA,Adult Arrest,110.0,,,,8100    AVALON                       BL,,33.9656,-118.2651,90003
893484,140318831,09/01/2014 12:00:00 AM,09/01/2014 12:00:00 AM,2101,3,Southwest,335,1,110,CRIMINAL HOMICIDE,1313 0906 1100 0430,25,F,B,103.0,ALLEY,109.0,SEMI-AUTOMATIC PISTOL,IC,Invest Cont,110.0,,,,3100    9TH                          AV,,34.0263,-118.3272,90018
893556,140619392,09/21/2014 12:00:00 AM,09/21/2014 12:00:00 AM,40,6,Hollywood,646,1,110,CRIMINAL HOMICIDE,0400,54,M,H,102.0,SIDEWALK,200.0,KNIFE WITH BLADE 6INCHES OR LESS,IC,Invest Cont,110.0,,,,6700    HOLLYWOOD                    BL,,34.1016,-118.3361,90028
893665,141211979,05/09/2014 12:00:00 AM,05/09/2014 12:00:00 AM,1,12,77th Street,1243,1,110,CRIMINAL HOMICIDE,0302 1100 0430 1402 1407 1822 0906,54,M,B,104.0,DRIVEWAY,109.0,SEMI-AUTOMATIC PISTOL,IC,Invest Cont,110.0,,,,1900 W  71ST                         ST,,33.9754,-118.3112,90305
893676,141211431,05/01/2014 12:00:00 AM,04/30/2014 12:00:00 AM,1325,12,77th Street,1241,1,110,CRIMINAL HOMICIDE,0302 0334 0430 0906 1100 1251 1309 1407 1822,19,F,H,104.0,DRIVEWAY,102.0,HAND GUN,AA,Adult Arrest,110.0,,,,6100    BRYNHURST                    AV,,33.9846,-118.3338,90043
893896,141215548,09/16/2014 12:00:00 AM,06/30/2014 12:00:00 AM,1800,12,77th Street,1243,1,110,CRIMINAL HOMICIDE,1501,0,F,B,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,110.0,,,,1800 W  71ST                         ST,,33.9754,-118.309,90305
895310,141616257,12/01/2014 12:00:00 AM,12/01/2014 12:00:00 AM,1710,16,Foothill,1602,1,110,CRIMINAL HOMICIDE,0411 1414 1409 0334 0360,20,M,H,101.0,STREET,223.0,UNKNOWN TYPE CUTTING INSTRUMENT,AA,Adult Arrest,110.0,998.0,,,SPROULE                      AV,VAN NUYS                     BL,34.2797,-118.4079,91342
896304,141223339,10/25/2014 12:00:00 AM,10/25/2014 12:00:00 AM,20,12,77th Street,1267,1,110,CRIMINAL HOMICIDE,1100 0906 1402 1407 0430 0302 1310,28,M,B,101.0,STREET,109.0,SEMI-AUTOMATIC PISTOL,IC,Invest Cont,110.0,,,,800 W  84TH                         ST,,33.9625,-118.2871,90044
897051,141810469,05/10/2014 12:00:00 AM,05/10/2014 12:00:00 AM,25,18,Southeast,1864,1,110,CRIMINAL HOMICIDE,1100 0430 1310 0302 1822 0329 0906,38,M,B,103.0,ALLEY,102.0,HAND GUN,IC,Invest Cont,110.0,,,,900 E  120TH                        ST,,33.9237,-118.2597,90059
897874,141210902,04/22/2014 12:00:00 AM,04/22/2014 12:00:00 AM,1900,12,77th Street,1241,1,110,CRIMINAL HOMICIDE,1309 0342 1100 0430 0906 1270 1822 1313,39,M,B,102.0,SIDEWALK,109.0,SEMI-AUTOMATIC PISTOL,IC,Invest Cont,110.0,,,,6400    BRYNHURST                    AV,,33.9817,-118.3338,90043
898605,140809088,05/12/2014 12:00:00 AM,05/12/2014 12:00:00 AM,900,8,West LA,889,1,110,CRIMINAL HOMICIDE,1501,3,M,B,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,110.0,,,,2000 S  CORNING                      ST,,34.041,-118.3802,90035
899537,141600871,04/15/2014 12:00:00 AM,04/15/2014 12:00:00 AM,1435,16,Foothill,1613,1,110,CRIMINAL HOMICIDE,1100 0430 0913 0603 0302 0312 1414 1402,56,M,B,707.0,GARAGE/CARPORT,102.0,HAND GUN,AA,Adult Arrest,110.0,998.0,,,11300    DRONFIELD                    AV,,34.2755,-118.402,91331
899914,141816567,09/03/2014 12:00:00 AM,09/03/2014 12:00:00 AM,1205,18,Southeast,1861,1,110,CRIMINAL HOMICIDE,0302 1100 0430 0906,33,M,H,101.0,STREET,102.0,HAND GUN,AA,Adult Arrest,110.0,,,,500 W  117TH                        ST,,33.9274,-118.2826,90061
900548,140321943,10/17/2014 12:00:00 AM,10/17/2014 12:00:00 AM,1945,3,Southwest,357,1,110,CRIMINAL HOMICIDE,1402 1310 1311 0411 0429 0906,25,F,H,101.0,STREET,223.0,UNKNOWN TYPE CUTTING INSTRUMENT,AA,Adult Arrest,110.0,,,,1200 W  36TH                         PL,,34.0221,-118.2944,90007
902676,140112251,05/09/2014 12:00:00 AM,05/09/2014 12:00:00 AM,2300,1,Central,166,1,110,CRIMINAL HOMICIDE,1402 0416 0400,57,F,W,505.0,MOTEL,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AA,Adult Arrest,110.0,998.0,,,400 E  7TH                          ST,,34.0419,-118.2485,90014
903076,141901235,11/10/2014 12:00:00 AM,11/09/2014 12:00:00 AM,115,19,Mission,1918,1,110,CRIMINAL HOMICIDE,0319 0302 1816 1100 0906 0430,21,M,H,102.0,SIDEWALK,102.0,HAND GUN,AA,Adult Arrest,110.0,,,,DRONFIELD,RAVEN,34.3081,-118.4376,91340
903551,141809896,04/29/2014 12:00:00 AM,04/29/2014 12:00:00 AM,700,18,Southeast,1846,1,110,CRIMINAL HOMICIDE,0342 0906,43,M,B,101.0,STREET,102.0,HAND GUN,IC,Invest Cont,110.0,,,,115TH                        ST,SUCCESS                      AV,33.9303,-118.2493,90059
904949,140613872,06/18/2014 12:00:00 AM,06/18/2014 12:00:00 AM,2135,6,Hollywood,666,1,110,CRIMINAL HOMICIDE,0416,57,M,H,210.0,RESTAURANT/FAST FOOD,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AA,Adult Arrest,110.0,,,,1400    VINE                         ST,,34.0962,-118.3266,90028
905458,140406371,03/01/2014 12:00:00 AM,03/01/2014 12:00:00 AM,2236,4,Hollenbeck,422,1,110,CRIMINAL HOMICIDE,1100 0302 0430 0906,18,M,H,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",103.0,RIFLE,IC,Invest Cont,110.0,998.0,,,2200    GRIFFIN                      AV,,34.0702,-118.2116,90031
905553,141100695,04/30/2014 12:00:00 AM,04/29/2014 12:00:00 AM,1200,11,Northeast,1141,1,110,CRIMINAL HOMICIDE,1100 0430 1402,62,M,W,401.0,MINI-MART,102.0,HAND GUN,IC,Invest Cont,110.0,998.0,,,5000    HOLLYWOOD                    BL,,34.1018,-118.2984,90029
905995,141204737,01/14/2014 12:00:00 AM,01/13/2014 12:00:00 AM,2000,12,77th Street,1259,1,110,CRIMINAL HOMICIDE,1100 0302 1419 1407 1822 0906 0430,42,M,B,501.0,SINGLE FAMILY DWELLING,109.0,SEMI-AUTOMATIC PISTOL,AA,Adult Arrest,110.0,,,,700 E  76TH                         PL,,33.9703,-118.26299999999999,90001
906726,141206596,02/12/2014 12:00:00 AM,02/12/2014 12:00:00 AM,1037,12,77th Street,1218,1,110,CRIMINAL HOMICIDE,1407 1402 0605 0430 1318 1309 1100 0906,22,M,B,101.0,STREET,102.0,HAND GUN,AA,Adult Arrest,110.0,998.0,,,57TH,HOOVER,33.9905,-118.2871,90037
906930,140311221,05/20/2014 12:00:00 AM,05/20/2014 12:00:00 AM,1200,3,Southwest,301,1,110,CRIMINAL HOMICIDE,0429 1218 0913 0400 0416,54,M,B,101.0,STREET,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AA,Adult Arrest,110.0,,,,5400 W  ADAMS                        BL,,34.0325,-118.3604,90016
909640,140412734,08/10/2014 12:00:00 AM,08/10/2014 12:00:00 AM,15,4,Hollenbeck,422,1,110,CRIMINAL HOMICIDE,1402 0302 1100 0430 1310 1300 3101 3401 3701 3011,40,M,H,103.0,ALLEY,106.0,UNKNOWN FIREARM,IC,Invest Cont,110.0,998.0,,,2200    THOMAS                       ST,,34.0703,-118.2051,90031
909774,140509062,05/03/2014 12:00:00 AM,05/03/2014 12:00:00 AM,345,5,Harbor,531,1,110,CRIMINAL HOMICIDE,1402 1212 0605 0416 0906 1300 1309 1310 3027 3029,0,M,H,101.0,STREET,307.0,VEHICLE,AA,Adult Arrest,110.0,998.0,,,ANAHEIM                      ST,SENATOR                      AV,33.7849,-118.303,90717
909904,140126891,12/08/2014 12:00:00 AM,12/08/2014 12:00:00 AM,1006,1,Central,112,1,110,CRIMINAL HOMICIDE,2004 1218 0411 1238 0416,46,M,B,710.0,OTHER PREMISE,207.0,OTHER KNIFE,AA,Adult Arrest,110.0,,,,BROADWAY,HOLLYWOOD                    FY,34.056999999999995,-118.2437,90079
910327,140311642,07/14/2014 12:00:00 AM,04/21/2014 12:00:00 AM,1600,3,Southwest,379,1,110,CRIMINAL HOMICIDE,0342 1810 0416 0417 0319 0418 0425 0429,44,M,W,504.0,OTHER RESIDENCE,310.0,CONCRETE BLOCK/BRICK,AA,Adult Arrest,110.0,,,,1000    LEIGHTON                     AV,,34.0132,-118.2915,90037
910957,141112561,06/29/2014 12:00:00 AM,06/29/2014 12:00:00 AM,515,11,Northeast,1163,1,110,CRIMINAL HOMICIDE,1402 0906 1100 0430,33,M,B,210.0,RESTAURANT/FAST FOOD,102.0,HAND GUN,AA,Adult Arrest,110.0,998.0,,,1100 N  VERMONT                      AV,,34.0909,-118.2917,90029
911002,140305676,01/29/2014 12:00:00 AM,01/29/2014 12:00:00 AM,1450,3,Southwest,343,1,110,CRIMINAL HOMICIDE,1402 0411 0342 1414 0906,26,M,B,102.0,SIDEWALK,500.0,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,110.0,998.0,,,COLISEUM                     AV,S  LA BREA                      AV,34.0183,-118.3556,90008
911839,142009416,04/29/2014 12:00:00 AM,04/29/2014 12:00:00 AM,1230,20,Olympic,2013,1,110,CRIMINAL HOMICIDE,0913 0552 0400,0,M,F,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,110.0,,,,100 S  OXFORD                       AV,,34.0737,-118.3079,90020
912100,140305920,02/02/2014 12:00:00 AM,02/02/2014 12:00:00 AM,2135,3,Southwest,363,1,110,CRIMINAL HOMICIDE,1100 1309 0207 0906 1402 1315 1313 0371 0302 0430,37,M,B,102.0,SIDEWALK,102.0,HAND GUN,IC,Invest Cont,110.0,,,,4000    ABOURNE                      RD,,34.0125,-118.3435,90008
912604,140113400,05/29/2014 12:00:00 AM,05/29/2014 12:00:00 AM,105,1,Central,166,1,110,CRIMINAL HOMICIDE,1300,59,M,B,101.0,STREET,307.0,VEHICLE,IC,Invest Cont,110.0,,,,600 S  SAN PEDRO                    ST,,34.0423,-118.2452,90014
913272,140323021,11/03/2014 12:00:00 AM,11/03/2014 12:00:00 AM,700,3,Southwest,326,1,110,CRIMINAL HOMICIDE,0906 1309 0353 0395 0442 1822,22,M,B,501.0,SINGLE FAMILY DWELLING,106.0,UNKNOWN FIREARM,IC,Invest Cont,110.0,,,,2600 S  BUDLONG                      AV,,34.0328,-118.2959,90007
913551,140407378,03/26/2014 12:00:00 AM,03/26/2014 12:00:00 AM,1510,4,Hollenbeck,489,1,110,CRIMINAL HOMICIDE,0430 1100 0906 0216 1407 1402 0342 0371 0302,26,M,H,102.0,SIDEWALK,109.0,SEMI-AUTOMATIC PISTOL,AA,Adult Arrest,110.0,998.0,,,2800    WYNWOOD                      LN,,34.025999999999996,-118.2162,90023
914341,141219504,08/31/2014 12:00:00 AM,08/31/2014 12:00:00 AM,240,12,77th Street,1213,1,110,CRIMINAL HOMICIDE,1402 1407 1100 0302 0430 0906 1270,30,M,B,108.0,PARKING LOT,109.0,SEMI-AUTOMATIC PISTOL,IC,Invest Cont,110.0,,,,5400 S  WESTERN                      AV,,33.9933,-118.3089,90062
915160,141224627,11/13/2014 12:00:00 AM,11/13/2014 12:00:00 AM,835,12,77th Street,1267,1,110,CRIMINAL HOMICIDE,1100 0302 0430 1822 1309 0906 1407 0334,50,M,B,101.0,STREET,103.0,RIFLE,IC,Invest Cont,110.0,,,,300 W  83RD                         ST,,33.9642,-118.2783,90003
915726,142004874,01/20/2014 12:00:00 AM,01/20/2014 12:00:00 AM,1350,20,Olympic,2014,1,110,CRIMINAL HOMICIDE,1402 1407 0342 0302 0334 0906 1816 1100 0430 1270,19,M,H,101.0,STREET,109.0,SEMI-AUTOMATIC PISTOL,IC,Invest Cont,110.0,998.0,,,4000 W  3RD                          ST,,34.069,-118.3004,90020
916718,141810453,05/10/2014 12:00:00 AM,05/10/2014 12:00:00 AM,16,18,Southeast,1863,1,110,CRIMINAL HOMICIDE,1317 1309 1313 1822 0906 1402 1407 1100 0302 0430,26,M,B,101.0,STREET,102.0,HAND GUN,IC,Invest Cont,110.0,,,,300 E  116TH                        ST,,33.9292,-118.2695,90061
917368,140313459,06/07/2014 12:00:00 AM,06/07/2014 12:00:00 AM,500,3,Southwest,375,1,110,CRIMINAL HOMICIDE,0411,50,M,H,146.0,PATIO*,223.0,UNKNOWN TYPE CUTTING INSTRUMENT,AO,Adult Other,110.0,,,,3900 S  WESTERN                      AV,,34.0146,-118.3089,90062
918118,141819889,11/08/2014 12:00:00 AM,11/07/2014 12:00:00 AM,2145,18,Southeast,1826,1,110,CRIMINAL HOMICIDE,0906 0342 1310 0302 1100 0430 1309 0326 0202 0309,28,M,B,101.0,STREET,109.0,SEMI-AUTOMATIC PISTOL,IC,Invest Cont,110.0,,,,1500 E  92ND                         ST,,33.9534,-118.2475,90002
918957,141811219,05/24/2014 12:00:00 AM,05/23/2014 12:00:00 AM,2300,18,Southeast,1806,1,110,CRIMINAL HOMICIDE,0342 1309 0411 1402,28,M,H,102.0,SIDEWALK,218.0,OTHER CUTTING INSTRUMENT,IC,Invest Cont,110.0,998.0,,,900 E  91ST                         ST,,33.9538,-118.2586,90002
919300,141806226,02/15/2014 12:00:00 AM,02/14/2014 12:00:00 AM,1900,18,Southeast,1846,1,110,CRIMINAL HOMICIDE,0906 1822 0411 1202 1218,62,M,B,108.0,PARKING LOT,201.0,KNIFE WITH BLADE OVER 6 INCHES IN LENGTH,AA,Adult Arrest,110.0,,,,1500 E  112TH                        ST,,33.9332,-118.2485,90059
921766,141210939,04/24/2014 12:00:00 AM,04/23/2014 12:00:00 AM,1654,12,77th Street,1209,1,110,CRIMINAL HOMICIDE,0906 1310 1822 0309 1100 0302 0430 0429 0342,29,M,H,101.0,STREET,106.0,UNKNOWN FIREARM,AA,Adult Arrest,110.0,,,,FLOWER                       ST,48TH,33.9992,-118.2813,90037
921853,141209346,03/29/2014 12:00:00 AM,03/28/2014 12:00:00 AM,2150,12,77th Street,1253,1,110,CRIMINAL HOMICIDE,0430 0906,43,M,B,103.0,ALLEY,102.0,HAND GUN,IC,Invest Cont,110.0,,,,2100 W  FLORENCE                     AV,,33.9746,-118.3158,90305
922260,141209257,03/27/2014 12:00:00 AM,03/27/2014 12:00:00 AM,1340,12,77th Street,1251,1,110,CRIMINAL HOMICIDE,0906 1100 0450 1402 1407 1409 0430 1822,37,M,B,102.0,SIDEWALK,102.0,HAND GUN,AA,Adult Arrest,110.0,,,,6800    11TH                         AV,,33.9776,-118.3294,90043
922875,142010895,05/28/2014 12:00:00 AM,05/28/2014 12:00:00 AM,2125,20,Olympic,2049,1,110,CRIMINAL HOMICIDE,0365 0342 0430 0416 0429 1100 1309 0907 0202 0906,29,M,W,239.0,MEDICAL MARIJUANA FACILITIES/BUSINESSES,102.0,HAND GUN,AA,Adult Arrest,110.0,998.0,,,800 S  VERMONT                      AV,,34.0578,-118.2916,90010
924522,141819189,10/26/2014 12:00:00 AM,10/25/2014 12:00:00 AM,1810,18,Southeast,1805,1,110,CRIMINAL HOMICIDE,1100 1822 0430 0906 1309,26,M,B,102.0,SIDEWALK,109.0,SEMI-AUTOMATIC PISTOL,AA,Adult Arrest,110.0,,,,8800    WALL                         ST,,33.9561,-118.2717,90003
925561,140407604,04/02/2014 12:00:00 AM,04/02/2014 12:00:00 AM,1620,4,Hollenbeck,422,1,110,CRIMINAL HOMICIDE,0302 0906 0430 1100 1407,23,M,H,101.0,STREET,109.0,SEMI-AUTOMATIC PISTOL,IC,Invest Cont,110.0,998.0,,,2800    MANITOU                      AV,,34.0719,-118.213,90031
925799,142016629,09/21/2014 12:00:00 AM,09/21/2014 12:00:00 AM,110,20,Olympic,2022,1,110,CRIMINAL HOMICIDE,1100 0906 0342 0430 0216 1309 1313 1407 1809 1270,28,M,H,124.0,BUS STOP,102.0,HAND GUN,AA,Adult Arrest,110.0,998.0,,,3800    WILSHIRE                     BL,,34.0617,-118.3091,90005
926086,140300924,07/25/2014 12:00:00 AM,07/24/2014 12:00:00 AM,45,3,Southwest,338,1,110,CRIMINAL HOMICIDE,0342 1309 0416 0445 0326 1313 0429 1251 0406 1402,24,M,O,101.0,STREET,500.0,UNKNOWN WEAPON/OTHER WEAPON,AA,Adult Arrest,110.0,,,,1200 W  29TH                         ST,,34.0284,-118.2866,90007
926714,140414167,09/14/2014 12:00:00 AM,09/14/2014 12:00:00 AM,2230,4,Hollenbeck,465,1,110,CRIMINAL HOMICIDE,0302 1100 0430 1266 0913 1407 1402,43,M,H,104.0,DRIVEWAY,102.0,HAND GUN,AA,Adult Arrest,110.0,998.0,,,500 S  BERNAL                       AV,,34.0328,-118.1993,90063
926982,141300809,12/01/2014 12:00:00 AM,12/01/2014 12:00:00 AM,249,13,Newton,1377,1,110,CRIMINAL HOMICIDE,1402 1100 0430 1223,28,M,O,102.0,SIDEWALK,106.0,UNKNOWN FIREARM,IC,Invest Cont,110.0,998.0,,,1800 E  54TH                         ST,,33.9938,-118.2411,90011
927642,141819611,11/03/2014 12:00:00 AM,11/03/2014 12:00:00 AM,1300,18,Southeast,1822,1,110,CRIMINAL HOMICIDE,0906 1816 0334 0302 1809 1270,26,M,B,102.0,SIDEWALK,102.0,HAND GUN,JA,Juv Arrest,110.0,,,,95TH                         ST,MAIN                         ST,33.9502,-118.2739,90003
927750,140208034,03/21/2014 12:00:00 AM,03/21/2014 12:00:00 AM,700,2,Rampart,246,1,110,CRIMINAL HOMICIDE,0416 1402 0560,4,F,B,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AA,Adult Arrest,110.0,235.0,998.0,,500 S  WESTLAKE                     AV,,34.0598,-118.2731,90057
927915,141215691,07/05/2014 12:00:00 AM,07/04/2014 12:00:00 AM,750,12,77th Street,1208,1,110,CRIMINAL HOMICIDE,0906 1100 0302 0430 1309 0309 0319 0326,33,M,B,101.0,STREET,109.0,SEMI-AUTOMATIC PISTOL,AA,Adult Arrest,110.0,,,,600 W  50TH                         ST,,33.9974,-118.2842,90037
929206,141307259,03/01/2014 12:00:00 AM,03/01/2014 12:00:00 AM,1906,13,Newton,1342,1,110,CRIMINAL HOMICIDE,1309 0302 0334 0216 0309 1407 0371 0906 1100 0430,32,M,H,101.0,STREET,102.0,HAND GUN,AA,Adult Arrest,110.0,998.0,,,36TH                         PL,MAPLE,34.0149,-118.271,90011
929848,141908114,03/14/2014 12:00:00 AM,03/14/2014 12:00:00 AM,59,19,Mission,1902,1,110,CRIMINAL HOMICIDE,1100 0430 1310,35,M,H,110.0,FREEWAY,106.0,UNKNOWN FIREARM,AA,Adult Arrest,110.0,,,,FOOTHILL                     FY,ROXFORD                      ST,34.3238,-118.4603,91340
929863,141814639,07/29/2014 12:00:00 AM,07/29/2014 12:00:00 AM,830,18,Southeast,1827,1,110,CRIMINAL HOMICIDE,0302 0907 0914 0906,33,M,H,707.0,GARAGE/CARPORT,106.0,UNKNOWN FIREARM,AO,Adult Other,110.0,,,,9800    BEACH                        ST,,33.9474,-118.2419,90002
930187,140310612,04/26/2014 12:00:00 AM,04/25/2014 12:00:00 AM,2052,3,Southwest,396,1,110,CRIMINAL HOMICIDE,0334 0342 0411 1309 1822 1414 1313 0906,21,M,H,102.0,SIDEWALK,207.0,OTHER KNIFE,JA,Juv Arrest,110.0,,,,4000 S  VERMONT                      AV,,34.0109,-118.2915,90037
930647,141310073,04/20/2014 12:00:00 AM,04/20/2014 12:00:00 AM,1420,13,Newton,1393,1,110,CRIMINAL HOMICIDE,1100 0302 1300 0430 1407,19,M,H,102.0,SIDEWALK,102.0,HAND GUN,AA,Adult Arrest,110.0,998.0,,,6600 S  BROADWAY,,33.9798,-118.2783,90003
930890,140218633,10/04/2014 12:00:00 AM,10/04/2014 12:00:00 AM,148,2,Rampart,238,1,110,CRIMINAL HOMICIDE,1402 1407 0906 1100 0430,21,M,H,101.0,STREET,109.0,SEMI-AUTOMATIC PISTOL,AO,Adult Other,110.0,998.0,,,100    DOUGLAS                      ST,,34.0616,-118.2586,90071
931464,140326375,12/27/2014 12:00:00 AM,12/27/2014 12:00:00 AM,2250,3,Southwest,376,1,110,CRIMINAL HOMICIDE,1402 1822 0342 0355 0380 1100 0430 1407 1816 0906,41,M,H,102.0,SIDEWALK,109.0,SEMI-AUTOMATIC PISTOL,JA,Juv Arrest,110.0,,,,39TH                         ST,DENKER                       AV,34.0155,-118.3045,90062
933661,140707563,04/06/2014 12:00:00 AM,04/06/2014 12:00:00 AM,240,7,Wilshire,789,1,110,CRIMINAL HOMICIDE,0326 0342 0416 0430 0906 1100 1402 1407,32,M,H,103.0,ALLEY,109.0,SEMI-AUTOMATIC PISTOL,IC,Invest Cont,110.0,998.0,,,3200 W  WASHINGTON                   BL,,34.0399,-118.3189,90018
933900,141806666,02/25/2014 12:00:00 AM,02/25/2014 12:00:00 AM,700,18,Southeast,1841,1,110,CRIMINAL HOMICIDE,0417 0416 0406 0906 0400 0913,50,M,B,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AA,Adult Arrest,110.0,,,,600 W  IMPERIAL                     HY,,33.931,-118.2848,90061
934260,141227500,12/27/2014 12:00:00 AM,12/26/2014 12:00:00 AM,2330,12,77th Street,1266,1,110,CRIMINAL HOMICIDE,0430 0906 1270 1100,24,M,B,102.0,SIDEWALK,102.0,HAND GUN,IC,Invest Cont,110.0,,,,900 W  82ND                         ST,,33.9643,-118.2893,90044
934913,141218437,08/14/2014 12:00:00 AM,08/14/2014 12:00:00 AM,1125,12,77th Street,1243,1,110,CRIMINAL HOMICIDE,0302 0334 0430 1822 1309 0202 0906 1100,24,M,O,101.0,STREET,102.0,HAND GUN,AA,Adult Arrest,110.0,,,,1800 W  65TH                         ST,,33.9806,-118.309,90062
935012,141816829,09/09/2014 12:00:00 AM,09/08/2014 12:00:00 AM,2050,18,Southeast,1827,1,110,CRIMINAL HOMICIDE,0302 0430 0906 0913 1270 1407 1419 1100,36,M,B,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",102.0,HAND GUN,AA,Adult Arrest,110.0,,,,1700 E  103RD                        ST,,33.9432,-118.2425,90002
935409,142018839,11/01/2014 12:00:00 AM,11/01/2014 12:00:00 AM,2210,20,Olympic,2029,1,110,CRIMINAL HOMICIDE,2004 0342 0411 1402 1409,31,M,B,107.0,VACANT LOT,207.0,OTHER KNIFE,AA,Adult Arrest,110.0,998.0,,,600 S  VIRGIL                       AV,,34.0637,-118.287,90057
936196,141214801,06/20/2014 12:00:00 AM,06/20/2014 12:00:00 AM,145,12,77th Street,1219,1,110,CRIMINAL HOMICIDE,0906 0432 1100 1309 0430 0371,34,M,H,102.0,SIDEWALK,102.0,HAND GUN,AA,Adult Arrest,110.0,,,,5300 S  FIGUEROA                     ST,,33.9942,-118.2827,90037
936639,140709058,05/14/2014 12:00:00 AM,05/14/2014 12:00:00 AM,2315,7,Wilshire,762,1,110,CRIMINAL HOMICIDE,0430 1100 0906 0216 0342 1309 1402,22,M,B,108.0,PARKING LOT,102.0,HAND GUN,AA,Adult Arrest,110.0,998.0,,,5900    PICO                         BL,,34.0517,-118.3674,90211
936672,141100742,05/26/2014 12:00:00 AM,05/26/2014 12:00:00 AM,1230,11,Northeast,1179,1,110,CRIMINAL HOMICIDE,1100 0400 0416 1407 0906,23,M,H,407.0,HARDWARE/BUILDING SUPPLY,106.0,UNKNOWN FIREARM,IC,Invest Cont,110.0,998.0,,,3600    PASADENA                     AV,,34.0881,-118.212,90031
937085,140105675,01/25/2014 12:00:00 AM,01/25/2014 12:00:00 AM,2000,1,Central,156,1,110,CRIMINAL HOMICIDE,2000 0416 0395 0913 1814 0406,30,F,B,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",309.0,BOARD,AA,Adult Arrest,110.0,,,,500    SAN JULIAN                   ST,,34.0446,-118.245,90014
937973,141905800,02/02/2014 12:00:00 AM,02/02/2014 12:00:00 AM,1325,19,Mission,1974,1,110,CRIMINAL HOMICIDE,1100 0906 0430,31,M,H,101.0,STREET,102.0,HAND GUN,JA,Juv Arrest,110.0,,,,9000    TOBIAS                       AV,,34.2336,-118.4517,91402
938536,141601054,06/02/2014 12:00:00 AM,06/02/2014 12:00:00 AM,2300,16,Foothill,1641,1,110,CRIMINAL HOMICIDE,0906 0302 1270 1409 1414 1100 0430 1402,33,M,H,104.0,DRIVEWAY,102.0,HAND GUN,IC,Invest Cont,110.0,998.0,,,13800    HOYT                         ST,,34.2568,-118.43299999999999,91331
939523,140211341,05/22/2014 12:00:00 AM,05/22/2014 12:00:00 AM,1345,2,Rampart,202,1,110,CRIMINAL HOMICIDE,1402 0416 1802,20,M,H,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",302.0,BLUNT INSTRUMENT,AA,Adult Arrest,110.0,998.0,,,4200    BURNS                        AV,,34.0877,-118.2845,90029
939757,141717442,11/06/2014 12:00:00 AM,11/06/2014 12:00:00 AM,2340,17,Devonshire,1708,1,110,CRIMINAL HOMICIDE,1822 0411 1234,41,M,H,102.0,SIDEWALK,207.0,OTHER KNIFE,AA,Adult Arrest,110.0,,,,11900    BALBOA                       BL,,34.2873,-118.5021,91344
941964,141310994,03/28/2014 12:00:00 AM,03/26/2014 12:00:00 AM,1,13,Newton,1313,1,110,CRIMINAL HOMICIDE,0395 0408,36,F,W,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AA,Adult Arrest,110.0,,,,1100 E  WASHINGTON                   BL,,34.0279,-118.2578,90021
943824,141210601,04/18/2014 12:00:00 AM,04/17/2014 12:00:00 AM,2300,12,77th Street,1209,1,110,CRIMINAL HOMICIDE,1100 0430 0344 1309 0906,36,M,H,101.0,STREET,106.0,UNKNOWN FIREARM,AA,Adult Arrest,110.0,,,,FLOWER                       ST,47TH                         PL,34.0002,-118.2814,90037
